seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,RHOTA___5,RHOTA___10,RHOTA___15,RHOTA___20,RHOTA___25,RHOTA___30,RHOTA___35,RHOTA___40,RHOTA___45,RHOTA___50,RHOTA___55,RHOTA___60,RHOTA___65,RHOTA___70,RHOTA___75,RHOTA___80,RHOTA___85,RHOTA___90,RHOTA___95,RHOTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
airplane-0,0.7324308191010529,0.6477112158129218,0.47440365633879716,0.7324308191010529,0.7324308191010529,0.7324308191010529,0.7323445134927071,0.7321917536123639,0.7272389612665868,0.7215387852823918,0.7098661428270935,0.6917057901182047,0.6519833639078364,0.588826813758767,0.4897435931352892,0.3472451433538287,0.20289346271939243,0.11431848054188001,0.06201888379210681,0.02156651360715959,0.006722813755486865,0.0,0.47355249855127657,0.812008912865017,0.812008912865017,0.812008912865017,0.8115840075038105,0.8113716295427902,0.8033380018674137,0.7930834397121969,0.7731237089740647,0.7352875112309074,0.6825656103669825,0.6019699326075687,0.4825369410861639,0.3147549353301566,0.1572915886450453,0.07313515766078622,0.03116657768286172,0.010067333464077923,0.0031162760501201063,0.0,0.5010747047536841,0.6606514981175041,0.6606514981175041,0.6606514981175041,0.6608416152659978,0.6607388581728509,0.6583486721089938,0.6564482280145925,0.6517843585483933,0.6507072305390981,0.6227713502648222,0.5759706553771193,0.49705787597769685,0.3830891148897846,0.2617162021750755,0.1786926481244384,0.12341239342855166,0.046200367835972936,0.01450328021781686,0.0,0.45390722869966926,0.8145882352941176,0.8145882352941176,0.8145882352941176,0.8143529411764706,0.8142352941176471,0.8097647058823529,0.804,0.7925882352941176,0.770235294117647,0.7374117647058823,0.6830588235294117,0.5916470588235294,0.4351764705882353,0.24705882352941178,0.12388235294117647,0.054941176470588236,0.01811764705882353,0.005647058823529412,0.0,0.5339938080495356,0.9961156668105309,0.9961156668105309,0.9961156668105309,0.9958279384261257,0.9956840742339231,0.9902172349302258,0.9831678895123004,0.9692130628686519,0.9418788663501655,0.901740756725651,0.8352754999280679,0.7234930225866781,0.5321536469572723,0.3021148036253776,0.1514889943892965,0.06718457775859589,0.022155085599194362,0.0069054812257229176,0.0,0.6529919966078337,0.6717081796157183,0.6717081796157183,0.6717081796157183,0.6719014903944376,0.6718422731745539,0.670427065904282,0.669047581464603,0.6658223189498422,0.6648210131012899,0.6484152953638047,0.615918975474523,0.557607178971691,0.45826054098202285,0.3412671655710809,0.252871734254713,0.19630165383388765,0.08341392649903287,0.024711879432624113,0.0,0.4846186648536602,0.9488430626911888,0.9488430626911888,0.9488430626911888,0.9489005151796867,0.9487493702065336,0.9442722747085422,0.940154894923419,0.9315472119514095,0.9232158462988362,0.8985808999836356,0.8614462003931612,0.7961927396561056,0.6704685726088389,0.5252462418614755,0.390502471362139,0.2522292154413207,0.09566410349917821,0.03717515403616645,0.0,0.6847828894833692,0.6477112158129218,0.6477112158129218,0.6477112158129218,0.6478524379428836,0.647912014618796,0.6499397788213072,0.6522564600513301,0.6562308822217556,0.662788560467738,0.6710769601586308,0.6825775991307812,0.6988129429259445,0.7245709835041805,0.7630033773250812,0.8034746461352809,0.8437448087390235,0.8877193624677321,0.9201246081213351,1.0,0.7292220563195035,0.7335931692675122,0.7335931692675122,0.7335931692675122,0.7335927433144871,0.7334827186235062,0.7301421223558993,0.7264876979851292,0.7187465579285786,0.7079531588309793,0.6776716907227627,0.627233479853682,0.5422940442115098,0.40830303567143295,0.25428192426509566,0.1487846285842228,0.08234331840541599,0.028931677421815353,0.009049910304756742,0.0,0.49105674822535844,6924.0,6924.0,6924.0,6922.0,6921.0,6883.0,6834.0,6737.0,6547.0,6268.0,5806.0,5029.0,3699.0,2100.0,1053.0,467.0,154.0,48.0,0.0,4538.9473684210525,1576.0,1576.0,1576.0,1578.0,1579.0,1617.0,1666.0,1763.0,1953.0,2232.0,2694.0,3471.0,4801.0,6400.0,7447.0,8033.0,8346.0,8452.0,8500.0,3961.0526315789475,27.0,27.0,27.0,29.0,30.0,68.0,117.0,214.0,404.0,683.0,1145.0,1922.0,3252.0,4851.0,5898.0,6484.0,6797.0,6903.0,6951.0,2412.0526315789475,0.6603529411764706,0.6706427505804302,0.666,0.7418823529411764,0.9072075960293483,0.4782608695652174,0.43478260869565216,0.08695652173913043,0.41600861001884626,0.8162578473885186,1.7154255319148937,0.6658022069132499,4229.073185160193,6306,2194,645,48,11,10,2,142.0,376,0.6807326386641641,0.6187058823529412,0.7565817867932672,5259,3241,1692,6951,8500,43,23
airplane-1,0.8091270322533141,0.6652790982465145,0.5382953023843633,0.8091270322533141,0.8089691702321614,0.8086547395494214,0.8086547395494214,0.808186799604161,0.8030623249563196,0.7869265730626523,0.7423821528004163,0.683033500144836,0.6280744969918731,0.5516672045076562,0.4680231300844423,0.3830046894910288,0.29132869182431437,0.20792988865499504,0.1291227854458842,0.06296532374365842,0.015013396026652028,0.0012973534300455257,0.5156538943343817,0.8139445300462249,0.8132460531382364,0.8118507118122354,0.8118507118122354,0.8111538461538461,0.8045602605863192,0.7850644427596664,0.7344383057090239,0.6695621343733381,0.6071672354948805,0.5276561232765612,0.43786259541984734,0.34870399541744235,0.25657104736490993,0.176808696738723,0.10371498886675261,0.04947626476487631,0.011709098721667205,0.0005311802825879103,0.5039932748810197,0.8043380478100579,0.8047147795685285,0.8054713487114382,0.8054713487114382,0.8052306059466489,0.801567178192812,0.7887931202377784,0.750411922298253,0.6967759052813651,0.6497016813663697,0.5767709140556673,0.5002611608877106,0.42067941319832014,0.3307949495928742,0.24452891398192036,0.16075491019648103,0.08013199890866146,0.019250163109137828,0.003168652861606047,0.5288851060482668,0.8153579008296353,0.8149720239243681,0.8142002701138337,0.8142002701138337,0.8138143932085665,0.8101485626085279,0.7991510708084121,0.7694385491028362,0.7287285355971445,0.686475014470384,0.6276287864171329,0.5533474821531932,0.46980513216284003,0.3710206444144318,0.273007910476558,0.17075053058074474,0.08566467296932279,0.021030291337063477,0.0009646922631680494,0.5494582491343155,0.9978748524203069,0.9974025974025974,0.9964580873671782,0.9964580873671782,0.9959858323494687,0.9914994096812279,0.9780401416765053,0.941676505312869,0.89185360094451,0.8401416765053129,0.7681227863046045,0.6772136953955136,0.5749704840613932,0.454073199527745,0.33412042502951594,0.2089728453364817,0.10484061393152302,0.025737898465171192,0.0011806375442739079,0.6724538619275462,0.8091192561237962,0.8094982425236064,0.8102592912926951,0.8102592912926951,0.8101021205993941,0.8077581526211773,0.8003143193174185,0.7780250173397699,0.7447580435408987,0.7130235066074582,0.6606919443013529,0.597336236782938,0.5273881422205405,0.4443954123795638,0.3546709782434015,0.2540742917206599,0.13768014501632186,0.03499576776282352,0.005561229532500906,0.5742058625904745,0.9806741426753771,0.98066499217475,0.9811995877439521,0.9811995877439521,0.9808271292236443,0.9774992884928364,0.9658685512162424,0.9338214108260571,0.8882172846966843,0.8427393461628415,0.7778909312398727,0.7015390676085588,0.6184286128311259,0.5191103196452067,0.413220281103732,0.29327084094769623,0.16132578033956335,0.04368193826834967,0.015336686108904277,0.6871850410025973,0.6652790982465145,0.6655527151285543,0.6660677265523317,0.6660677265523317,0.6662723159137749,0.6680253151493656,0.6726692647641102,0.6841242705478779,0.6984437513885335,0.7121943692960243,0.7295636413159257,0.7502162830512874,0.7722886084844424,0.7979699908123417,0.8241819872706813,0.8542780894488857,0.883922985350557,0.9201218086079257,0.9641776310167705,0.7506009252051703,0.8098292302824193,0.8098271621690738,0.8098240485993281,0.8098240485993281,0.8095111222036658,0.8058464476853393,0.7939552044569826,0.7598656859752505,0.712573143680748,0.6678352874155509,0.6016627201592757,0.5261352048630163,0.4445642218125777,0.3503309226531219,0.2583763299091193,0.1656773557536126,0.08285216642242141,0.020120550153292532,0.001748363492028089,0.5389662745413765,4226.0,4224.0,4220.0,4220.0,4218.0,4199.0,4142.0,3988.0,3777.0,3558.0,3253.0,2868.0,2435.0,1923.0,1415.0,885.0,444.0,109.0,5.0,2847.842105263158,957.0,959.0,963.0,963.0,965.0,984.0,1041.0,1195.0,1406.0,1625.0,1930.0,2315.0,2748.0,3260.0,3768.0,4298.0,4739.0,5074.0,5178.0,2335.157894736842,9.0,11.0,15.0,15.0,17.0,36.0,93.0,247.0,458.0,677.0,982.0,1367.0,1800.0,2312.0,2820.0,3350.0,3791.0,4126.0,4230.0,1387.157894736842,0.5510322207215899,0.7101306750776551,0.5763071580165927,0.6967007524599653,0.8526564344746163,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.34908004393313,0.7668294754724995,2.456692913385827,0.5758986549690033,2564.281867705413,3611,1572,624,131,8,12,2,719.0,254,0.7080059460607347,0.6432568010804554,0.7872491145218418,3334,1849,901,4235,5183,36,22
airplane-2,0.9463366881868907,0.7786877637356783,0.7369007994652778,0.9463366881868907,0.9463366881868907,0.9463366881868907,0.9463366881868907,0.9460442047374867,0.9445203668239156,0.9444242450077842,0.9423360492063788,0.9383628128623677,0.9363240064219377,0.9253098896887897,0.8995721824046058,0.8320905982380008,0.68849630812549,0.539225025386677,0.35278852046228026,0.15136660650278305,0.04015188629746903,0.005075893407798349,0.7300755446484909,0.9493205435651478,0.9493205435651478,0.9493205435651478,0.9493205435651478,0.9490089514066496,0.9471414883423827,0.9468305923678748,0.9434172776538093,0.9375496583505483,0.9344756465175313,0.9222765253034841,0.8895087556175423,0.8093188900430331,0.6461455380045903,0.47222893021009416,0.2940989174272978,0.12388238547331551,0.03112050739957717,0.002631362552421676,0.7182588211016182,0.9433622115089878,0.9433622115089878,0.9433622115089878,0.9433622115089878,0.9430887200703304,0.9419064990031265,0.9420240133220964,0.94125605992955,0.9391766726384407,0.9381760223171116,0.9283532307993415,0.9097494614253421,0.8555030312455193,0.7336229044718128,0.6157259951733624,0.42319006563746214,0.18494840470361798,0.0518042316130998,0.009791388823869656,0.743777134063686,0.9857237715803453,0.9857237715803453,0.9857237715803453,0.9857237715803453,0.9855577689243028,0.9845617529880478,0.9843957503320053,0.9825697211155379,0.9794156706507304,0.9777556440903055,0.9711155378486056,0.952855245683931,0.9053784860557769,0.7944887118193891,0.6492363877822045,0.4599933598937583,0.22310756972111553,0.06108897742363878,0.005312084993359893,0.7820909345075837,0.9625547090290161,0.9625547090290161,0.9625547090290161,0.9625547090290161,0.9623926082023019,0.9614200032420165,0.9612579024153023,0.9594747933214459,0.9563948776138759,0.9547738693467337,0.948289836278165,0.9304587453396013,0.8840979088993354,0.7758145566542389,0.6339763332792997,0.44918139082509323,0.21786351110390664,0.059653104230831575,0.00518722645485492,0.7637081843854245,0.9442902019406377,0.9442902019406377,0.9442902019406377,0.9442902019406377,0.9441492913305514,0.9435594328133429,0.9436560671311383,0.9435567411045125,0.9427699372003512,0.9424468509662538,0.937265638301495,0.9277524050140901,0.8950234996939268,0.8145603961088367,0.7202129859493246,0.5600679203072229,0.29449464048567636,0.09509786939199723,0.019173306772908367,0.7737340942281147,0.9827509989484459,0.9827509989484459,0.9827509989484459,0.9827509989484459,0.9825804103152409,0.9818334028897397,0.9819193644723059,0.9813314194518645,0.9798249856166067,0.9790923993764963,0.9729668368048691,0.9618566629434991,0.9261377616347588,0.8425097647299085,0.7444705822444045,0.5801532004308243,0.30975080530444554,0.10032985204709682,0.019504951769348806,0.8039613892539574,0.7786877637356783,0.7786877637356783,0.7786877637356783,0.7786877637356783,0.7787777517892097,0.7792913739423741,0.7793695839310358,0.7801028596822139,0.7812416593956606,0.7817645659721715,0.7834674185981237,0.7873729999179703,0.795718640309161,0.8121526568836135,0.8317340876041964,0.8548694861260477,0.8857127580764124,0.9230090516555379,0.9595782065597553,0.8120481134413787,0.9643104049500943,0.9643104049500943,0.9643104049500943,0.9643104049500943,0.9640894226420033,0.9629979822457331,0.9629768613133818,0.9616910648972923,0.9590851634196517,0.9577614008565747,0.9494936793055514,0.9310529236178082,0.8800875179464803,0.7634494851232853,0.6322592197587608,0.4412081370127214,0.2031339191204205,0.05625537783591546,0.007211982365163533,0.7626313556453221,5938.0,5938.0,5938.0,5938.0,5937.0,5931.0,5930.0,5919.0,5900.0,5890.0,5850.0,5740.0,5454.0,4786.0,3911.0,2771.0,1344.0,368.0,32.0,4711.315789473684,86.0,86.0,86.0,86.0,87.0,93.0,94.0,105.0,124.0,134.0,174.0,284.0,570.0,1238.0,2113.0,3253.0,4680.0,5656.0,5992.0,1312.6842105263158,231.0,231.0,231.0,231.0,232.0,238.0,239.0,250.0,269.0,279.0,319.0,429.0,715.0,1383.0,2258.0,3398.0,4825.0,5801.0,6137.0,1457.6842105263158,0.9326029216467463,0.7812172414807246,0.9397410358565738,0.9819057104913679,0.958826390014589,1.0,0.0,0.0,0.7177788816996158,0.9702288198146477,1.0119521912350598,0.9394698757543859,4620.899983358486,5915,109,254,43,24,0,0,42.0,251,0.9438202247191011,0.9551792828685259,0.9327281569136002,5754,270,415,6169,6024,36,24
airplane-3,0.8247747789298198,0.7809617305441175,0.644117538662174,0.8247747789298198,0.8247747789298198,0.8247747789298198,0.8229769583519083,0.8218653508076066,0.8215367904936376,0.8213051480016293,0.8207631020395995,0.819907065106031,0.8177528908255269,0.8140680230274671,0.8019614725460391,0.7706643327934894,0.6893723261320903,0.5028875720106587,0.3142351325887941,0.10411887778480215,0.0072448653669281125,0.00048125937179035175,0.6434455528440768,0.9653762268266085,0.9653762268266085,0.9653762268266085,0.962166575939031,0.9600326264274062,0.9594998640935036,0.9584352078239609,0.9568403908794788,0.9541881268636487,0.948905109489051,0.9415566927013197,0.9229127767404641,0.8753902185223725,0.7548685491723467,0.5234573119188504,0.30550525172039117,0.090125510358385,0.005158951477969883,0.00013873473917869035,0.7376479252287992,0.7046511163786028,0.7046511163786028,0.7046511163786028,0.703922887070935,0.7035830202685158,0.7034109366677467,0.7037952494101968,0.7040380779185956,0.7045231191677235,0.7047277791702334,0.7038415756087374,0.6968613065685968,0.6784671581578282,0.6295588875146879,0.48312613908425256,0.3232144717547135,0.12028493007205456,0.010174174812275843,0.001669449081803005,0.5625869742876161,0.9836111111111111,0.9836111111111111,0.9836111111111111,0.9819444444444444,0.9808333333333333,0.9805555555555555,0.98,0.9791666666666666,0.9777777777777777,0.975,0.9711111111111111,0.9611111111111111,0.9347222222222222,0.8613888888888889,0.6880555555555555,0.4686111111111111,0.16555555555555557,0.010277777777777778,0.0002777777777777778,0.782485380116959,0.9811582155721806,0.9811582155721806,0.9811582155721806,0.9794957051814908,0.9783873649210307,0.9781102798559158,0.9775561097256857,0.9767248545303409,0.9753394292047659,0.972568578553616,0.9686893876420061,0.9587143252978665,0.9323912441119424,0.8592407869215849,0.686339706289831,0.46744250484898864,0.16514269880853422,0.010252147409254642,0.0002770850651149903,0.7805340450044479,0.7643104584392356,0.7643104584392356,0.7643104584392356,0.7636822253653938,0.763401302747097,0.763240793201133,0.7636545729402872,0.7639763593380614,0.7645795454545453,0.7652801519468185,0.7648398169336385,0.7609865125240847,0.7494769687964338,0.7219509835536924,0.6187605974969722,0.4615431732859119,0.20412751677852348,0.019909909909909915,0.0033333333333333335,0.6287197441538708,0.8097702166215542,0.8097702166215542,0.8097702166215542,0.8090717214827658,0.8087409888002528,0.8085706904987988,0.8089723745637075,0.8085785921874497,0.8082484481422614,0.8072558036450409,0.8065414720447222,0.800159884510147,0.7862458872827305,0.7537506924097794,0.6516882842363476,0.494750746731891,0.22185255016994807,0.020289741211474584,0.0033333333333333335,0.6645979926902797,0.7809617305441175,0.7809617305441175,0.7809617305441175,0.7819733120765018,0.7826171502677917,0.7827556391294231,0.7830239174902005,0.7833696288333989,0.7838598533607619,0.7847157893483716,0.78571467457537,0.7878920593614546,0.7923325433824027,0.8019490471540063,0.8208807366691977,0.8418593991396691,0.8710304645429278,0.9116398989476134,0.9744420652967899,0.8112074405899071,0.8325278779277259,0.8325278779277259,0.8325278779277259,0.8313923070828829,0.8307211800879418,0.8305019577268292,0.8304934343039642,0.8302834563942354,0.8299801502764299,0.8289207348661135,0.8267456528676738,0.8183893600520994,0.7963531438866058,0.7364068376966647,0.5765566962849585,0.38918105392756097,0.14111640026247887,0.010225845089420975,0.0006809815387045307,0.6634490961119863,3541.0,3541.0,3541.0,3535.0,3531.0,3530.0,3528.0,3525.0,3520.0,3510.0,3496.0,3460.0,3365.0,3101.0,2477.0,1687.0,596.0,37.0,1.0,2816.9473684210525,59.0,59.0,59.0,65.0,69.0,70.0,72.0,75.0,80.0,90.0,104.0,140.0,235.0,499.0,1123.0,1913.0,3004.0,3563.0,3599.0,783.0526315789474,68.0,68.0,68.0,74.0,78.0,79.0,81.0,84.0,89.0,99.0,113.0,149.0,244.0,508.0,1132.0,1922.0,3013.0,3572.0,3608.0,792.0526315789474,0.9522222222222222,0.7837960759521053,0.9547222222222222,0.9786111111111111,0.9761706844001108,1.0,0.0,0.0,0.7406426598831297,0.9773893743931197,0.2866666666666667,0.9544571548584891,2761.313575579267,3523,77,86,9,12,0,0,8.0,300,0.8031627132750728,0.8041666666666667,0.802161263507897,2895,705,714,3609,3600,21,12
ball-0,0.8209489833435238,0.8623398919940375,0.7079370576290692,0.8209489833435238,0.8209489833435238,0.8209489833435238,0.8209489833435238,0.8209489833435238,0.8205771915048714,0.8202084073180571,0.8194797354848247,0.8194797354848247,0.819119785730705,0.8183440811207138,0.8156568802906699,0.8136006671025479,0.8086493817055083,0.79984545119746,0.7628552626015364,0.4516553505352382,0.19953298940078298,0.01385052627581211,0.7204000190774301,0.689835836535103,0.689835836535103,0.689835836535103,0.689835836535103,0.689835836535103,0.6895407717827833,0.6892458100558659,0.6886561954624781,0.6886561954624781,0.6883615424882219,0.6877725449154021,0.6854206584218777,0.6833681280445373,0.6778220912086007,0.6697152717860224,0.6377792823290453,0.33664870838513605,0.09185285488603025,0.007496876301541024,0.5985008481160807,0.9769820550899581,0.9769820550899581,0.9769820550899581,0.9769820550899581,0.9769820550899581,0.9765150296727308,0.976055017847255,0.9751557327082346,0.9751557327082346,0.974716311068462,0.9737042283182135,0.9706391807584197,0.9686522071257173,0.9647278113446113,0.955260799257498,0.9124601061886143,0.6059508044621261,0.4334477562903506,0.025588934697712496,0.8722599962051565,0.9937106918238994,0.9937106918238994,0.9937106918238994,0.9937106918238994,0.9937106918238994,0.9934591194968554,0.9932075471698113,0.9927044025157232,0.9927044025157232,0.9924528301886792,0.9919496855345912,0.989937106918239,0.9881761006289308,0.9833962264150944,0.9763522012578616,0.9479245283018868,0.6130817610062893,0.20477987421383648,0.018113207547169812,0.876146971201589,0.6928609015962112,0.6928609015962112,0.6928609015962112,0.6928609015962112,0.6928609015962112,0.6926854937730222,0.6925100859498333,0.6921592703034556,0.6921592703034556,0.6919838624802667,0.6916330468338888,0.6902297842483774,0.6890019294860551,0.6856691808454657,0.6807577617961761,0.6609366777758288,0.427468865111384,0.14278196807577617,0.012629363269601825,0.6108900562228233,0.9772304752806306,0.9772304752806306,0.9772304752806306,0.9772304752806306,0.9772304752806306,0.9769934590557916,0.9767582344057655,0.9762931652784287,0.9762931652784287,0.9760633235287085,0.9755477823130554,0.9740730263000168,0.9732928563194098,0.972052882318018,0.9676449854880818,0.9429736009293755,0.7235202576629168,0.5200500672198786,0.04916142557651992,0.8877300320040815,0.9997477943996932,0.9997477943996932,0.9997477943996932,0.9997477943996932,0.9997477943996932,0.9994954988317706,0.9992450698860902,0.9987498175379554,0.9987498175379554,0.9985049969773481,0.9980008388068122,0.9962697770316836,0.9948831405034454,0.9920443442195406,0.986335763766524,0.9608285707449162,0.7413704709347845,0.5309146040633519,0.05042258930892804,0.9076081195868195,0.8623398919940375,0.8623398919940375,0.8623398919940375,0.8623398919940375,0.8623398919940375,0.8624905717755545,0.8626306493617826,0.8628711730620852,0.8628711730620852,0.8629694568457722,0.8631418605969559,0.8637130730340155,0.8641392006815585,0.8650721983784075,0.8660668923131556,0.868578803215767,0.8881931543756967,0.926015000347501,0.9592119332927922,0.8731402421217537,0.9853108716861787,0.9853108716861787,0.9853108716861787,0.9853108716861787,0.9853108716861787,0.9849506391460014,0.9845939316179328,0.983890943650723,0.983890943650723,0.9835445905249869,0.9827846168331867,0.9802406553808507,0.9783654536537453,0.9740172940938902,0.9657489239602612,0.9300232877477487,0.6095058541825649,0.2979284763351896,0.021528996379084685,0.8730299455572519,3950.0,3950.0,3950.0,3950.0,3950.0,3949.0,3948.0,3946.0,3946.0,3945.0,3943.0,3935.0,3928.0,3909.0,3881.0,3768.0,2437.0,814.0,72.0,3482.684210526316,25.0,25.0,25.0,25.0,25.0,26.0,27.0,29.0,29.0,30.0,32.0,40.0,47.0,66.0,94.0,207.0,1538.0,3161.0,3903.0,492.3157894736842,1751.0,1751.0,1751.0,1751.0,1751.0,1752.0,1753.0,1755.0,1755.0,1756.0,1758.0,1766.0,1773.0,1792.0,1820.0,1933.0,3264.0,4887.0,5629.0,2218.315789473684,0.5461635220125786,0.8629482906819306,0.5516981132075471,0.9929559748427673,0.6923346781266444,1.0,0.0,0.0,0.4100772083827875,0.815832988838363,6.618867924528302,0.5513603968098562,3406.05690332158,3947,28,1754,22,15,0,0,12.0,265,0.8081852004960728,0.9836477987421384,0.6858445886686546,3910,65,1791,5701,3975,44,15
